,Index,Team,Season,Date,Against,Score,Type,PS,WPS,Diff,W,Bias,Home,Away,FWStreak,UWStreak,ranking
43191,Orlando_01/15/14,Chicago,2013.0,1/15/14,@ Orlando,        128-125,Regular Season,-6.0,0.0,3.0,1.0,-3.0,Orlando,Chicago,3.0,1.0,16.0
43194,Orlando_01/16/04,Orlando,2003.0,1/16/04,Boston,124-118,Regular Season,-1.5,1.0,6.0,1.0,4.5,Orlando,Boston,0.0,3.0,29.0
43197,Orlando_01/16/13,Indiana,2012.0,1/16/13,@ Orlando,        86-97,Regular Season,-2.0,0.0,-11.0,0.0,-13.0,Orlando,Indiana,0.0,2.0,10.0
43200,Orlando_01/16/91,Chicago,1990.0,1/16/91,@ Orlando,99-88,Regular Season,-9.5,1.0,11.0,1.0,1.5,Orlando,Chicago,1.0,3.0,
43201,Orlando_01/17/12,Orlando,2011.0,1/17/12,Charlotte,        96-89,Regular Season,-12.5,0.0,7.0,1.0,-5.5,Orlando,Charlotte,0.0,0.0,11.0
43204,Orlando_01/17/14,Charlotte,2013.0,1/17/14,@ Orlando,        111-101,Regular Season,-1.5,1.0,10.0,1.0,8.5,Orlando,Charlotte,0.0,1.0,19.0
43207,Orlando_01/17/95,Orlando,1994.0,1/17/95,New Orleans,109-98,Regular Season,-7.0,1.0,11.0,1.0,4.0,Orlando,New Orleans,0.0,0.0,
43208,Orlando_01/18/05,Orlando,2004.0,1/18/05,Detroit,        103-101,Regular Season,-2.5,0.0,2.0,1.0,-0.5,Orlando,Detroit,0.0,0.0,12.0
43211,Orlando_01/18/06,Washington,2005.0,1/18/06,@ Orlando,        98-106,Regular Season,-1.5,0.0,-8.0,0.0,-9.5,Orlando,Washington,0.0,1.0,20.0
43214,Orlando_01/18/12,Orlando,2011.0,1/18/12,San Antonio,        83-85,Regular Season,-5.0,0.0,-2.0,0.0,-7.0,Orlando,San Antonio,0.0,6.0,11.0
43217,Orlando_01/18/13,Orlando,2012.0,1/18/13,Charlotte,        100-106,Regular Season,-6.5,0.0,-6.0,0.0,-12.5,Orlando,Charlotte,0.0,2.0,29.0
43220,Orlando_01/19/04,Milwaukee,2003.0,1/19/04,@ Orlando,99-106,Regular Season,-1.0,0.0,-7.0,0.0,-8.0,Orlando,Milwaukee,2.0,3.0,14.0
43223,Orlando_01/19/07,Orlando,2006.0,1/19/07,Washington,        93-114,Regular Season,-3.5,0.0,-21.0,0.0,-24.5,Orlando,Washington,4.0,2.0,13.0
43226,Orlando_01/19/08,Orlando,2007.0,1/19/08,Portland,        101-94,Regular Season,-5.5,1.0,7.0,1.0,1.5,Orlando,Portland,0.0,0.0,11.0
43229,Orlando_01/19/11,Orlando,2010.0,1/19/11,Philadelphia,        99-98,Regular Season,-9.0,0.0,1.0,1.0,-8.0,Orlando,Philadelphia,1.0,0.0,3.0
43232,Orlando_01/19/14,Boston,2013.0,1/19/14,@ Orlando,        91-93,Regular Season,-3.0,0.0,-2.0,0.0,-5.0,Orlando,Boston,2.0,2.0,28.0
43236,Orlando_01/19/94,Orlando,1993.0,1/19/94,L.A. Clippers,108-96,Regular Season,-10.0,1.0,12.0,1.0,2.0,Orlando,L.A. Clippers,0.0,0.0,
43237,Orlando_01/20/05,Orlando,2004.0,1/20/05,Houston,        99-108,Regular Season,-3.5,0.0,-9.0,0.0,-12.5,Orlando,Houston,1.0,0.0,12.0
43240,Orlando_01/20/10,Orlando,2009.0,1/20/10,Indiana,        109-98,Regular Season,-12.0,0.0,11.0,1.0,-1.0,Orlando,Indiana,0.0,0.0,4.0
43243,Orlando_01/20/12,Orlando,2011.0,1/20/12,L.A. Lakers,        92-80,Regular Season,-3.5,1.0,12.0,1.0,8.5,Orlando,L.A. Lakers,1.0,0.0,11.0
43246,Orlando_01/20/13,Dallas,2012.0,1/20/13,@ Orlando,        111-105,Regular Season,-3.5,1.0,6.0,1.0,2.5,Orlando,Dallas,0.0,2.0,25.0
43249,Orlando_01/21/06,Orlando,2005.0,1/21/06,Sacramento,        83-78,Regular Season,-1.0,1.0,5.0,1.0,4.0,Orlando,Sacramento,0.0,2.0,22.0
43252,Orlando_01/21/08,Detroit,2007.0,1/21/08,@ Orlando,        100-102,Regular Season,-2.5,0.0,-2.0,0.0,-4.5,Orlando,Detroit,0.0,1.0,2.0
43255,Orlando_01/21/11,Orlando,2010.0,1/21/11,Toronto,        112-72,Regular Season,-12.0,1.0,40.0,1.0,28.0,Orlando,Toronto,2.0,0.0,3.0
43258,Orlando_01/21/92,Orlando,1991.0,1/21/92,Minnesota,105-92,Regular Season,-3.5,1.0,13.0,1.0,9.5,Orlando,Minnesota,0.0,0.0,
43259,Orlando_01/21/94,Orlando,1993.0,1/21/94,New York,106-103,Regular Season,-2.5,1.0,3.0,1.0,0.5,Orlando,New York,1.0,1.0,
43260,Orlando_01/21/97,Orlando,1996.0,1/21/97,Washington,93-88,Regular Season,-3.5,1.0,5.0,1.0,1.5,Orlando,Washington,3.0,0.0,
43261,Orlando_01/21/98,Milwaukee,1997.0,1/21/98,@ Orlando,91-84,Regular Season,,,7.0,1.0,,Orlando,Milwaukee,0.0,4.0,
43262,Orlando_01/22/02,Orlando,2001.0,1/22/02,Atlanta,100-86,Regular Season,-16.0,0.0,14.0,1.0,-2.0,Orlando,Atlanta,1.0,1.0,
43263,Orlando_01/22/03,Orlando,2002.0,1/22/03,Chicago,94-91,Regular Season,-6.0,0.0,3.0,1.0,-3.0,Orlando,Chicago,2.0,0.0,16.0
43266,Orlando_01/22/05,Orlando,2004.0,1/22/05,Philadelphia,        115-111,Regular Season,-4.5,0.0,4.0,1.0,-0.5,Orlando,Philadelphia,3.0,3.0,12.0
43269,Orlando_01/22/09,Orlando,2008.0,1/22/09,Boston,        80-90,Regular Season,-4.5,0.0,-10.0,0.0,-14.5,Orlando,Boston,5.0,0.0,2.0
43272,Orlando_01/22/10,Orlando,2009.0,1/22/10,Sacramento,        100-84,Regular Season,-9.5,1.0,16.0,1.0,6.5,Orlando,Sacramento,0.0,2.0,4.0
43275,Orlando_01/22/14,Atlanta,2013.0,1/22/14,@ Orlando,        112-109,Regular Season,-5.5,0.0,3.0,1.0,-2.5,Orlando,Atlanta,3.0,0.0,10.0
43283,Orlando_01/22/91,L.A. Lakers,1990.0,1/22/91,@ Orlando,116-96,Regular Season,-7.5,1.0,20.0,1.0,12.5,Orlando,L.A. Lakers,0.0,0.0,
43284,Orlando_01/22/93,Orlando,1992.0,1/22/93,Miami,104-110,Regular Season,-7.0,0.0,-6.0,0.0,-13.0,Orlando,Miami,0.0,1.0,
43285,Orlando_01/23/01,Orlando,2000.0,1/23/01,Toronto,116-111,Regular Season,-2.5,1.0,5.0,1.0,2.5,Orlando,Toronto,1.0,2.0,
43286,Orlando_01/23/07,Dallas,2006.0,1/23/07,@ Orlando,        111-95,Regular Season,-5.5,1.0,16.0,1.0,10.5,Orlando,Dallas,3.0,3.0,1.0
43289,Orlando_01/23/93,Orlando,1992.0,1/23/93,Dallas,127-106,Regular Season,-17.0,1.0,21.0,1.0,4.0,Orlando,Dallas,0.0,0.0,
43290,Orlando_01/23/96,Orlando,1995.0,1/23/96,Philadelphia,105-90,Regular Season,-15.5,0.0,15.0,1.0,-0.5,Orlando,Philadelphia,1.0,2.0,
43291,Orlando_01/23/97,Orlando,1996.0,1/23/97,Milwaukee,96-92,Regular Season,-6.5,0.0,4.0,1.0,-2.5,Orlando,Milwaukee,2.0,0.0,
43292,Orlando_01/24/02,Orlando,2001.0,1/24/02,Miami,92-87,Regular Season,-4.5,1.0,5.0,1.0,0.5,Orlando,Miami,0.0,9.0,
43293,Orlando_01/24/03,Orlando,2002.0,1/24/03,Phoenix,107-110,Regular Season,-2.0,0.0,-3.0,0.0,-5.0,Orlando,Phoenix,1.0,0.0,16.0
43296,Orlando_01/24/06,Phoenix,2005.0,1/24/06,@ Orlando,        102-111,Regular Season,-6.5,0.0,-9.0,0.0,-15.5,Orlando,Phoenix,1.0,0.0,4.0
43299,Orlando_01/24/11,Orlando,2010.0,1/24/11,Detroit,        96-103,Regular Season,-12.0,0.0,-7.0,0.0,-19.0,Orlando,Detroit,0.0,2.0,6.0
43302,Orlando_01/24/13,Orlando,2012.0,1/24/13,Toronto,        95-97,Regular Season,-4.0,0.0,-2.0,0.0,-6.0,Orlando,Toronto,1.0,1.0,27.0
43305,Orlando_01/24/14,Orlando,2013.0,1/24/14,L.A. Lakers,        114-105,Regular Season,-2.5,1.0,9.0,1.0,6.5,Orlando,L.A. Lakers,0.0,0.0,29.0
43308,Orlando_01/24/92,Orlando,1991.0,1/24/92,Dallas,121-103,Regular Season,-4.5,1.0,18.0,1.0,13.5,Orlando,Dallas,1.0,0.0,
43309,Orlando_01/24/95,Orlando,1994.0,1/24/95,Boston,110-97,Regular Season,-13.0,0.0,13.0,1.0,0.0,Orlando,Boston,2.0,1.0,
43310,Orlando_01/25/04,Houston,2003.0,1/25/04,@ Orlando,99-87,Regular Season,-4.5,1.0,12.0,1.0,7.5,Orlando,Houston,0.0,0.0,12.0
43313,Orlando_01/25/92,Cleveland,1991.0,1/25/92,@ Orlando,96-99,Regular Season,-3.5,0.0,-3.0,0.0,-6.5,Orlando,Cleveland,2.0,0.0,
43314,Orlando_01/25/94,Orlando,1993.0,1/25/94,Washington,112-89,Regular Season,-13.0,1.0,23.0,1.0,10.0,Orlando,Washington,1.0,0.0,
43315,Orlando_01/26/00,Orlando,1999.0,1/26/00,Boston,111-89,Regular Season,-5.0,1.0,22.0,1.0,17.0,Orlando,Boston,2.0,0.0,
43316,Orlando_01/26/07,Orlando,2006.0,1/26/07,Atlanta,        90-93,Regular Season,-8.5,0.0,-3.0,0.0,-11.5,Orlando,Atlanta,1.0,0.0,13.0
43319,Orlando_01/26/12,Orlando,2011.0,1/26/12,Boston,        83-91,Regular Season,-10.0,0.0,-8.0,0.0,-18.0,Orlando,Boston,1.0,0.0,8.0
43322,Orlando_01/26/91,Detroit,1990.0,1/26/91,@ Orlando,121-81,Regular Season,-5.0,1.0,40.0,1.0,35.0,Orlando,Detroit,0.0,0.0,
43323,Orlando_01/26/93,Orlando,1992.0,1/26/93,Atlanta,120-106,Regular Season,-7.0,1.0,14.0,1.0,7.0,Orlando,Atlanta,0.0,0.0,
43324,Orlando_01/26/95,Orlando,1994.0,1/26/95,Chicago,102-99,Regular Season,-10.5,0.0,3.0,1.0,-7.5,Orlando,Chicago,2.0,1.0,
43325,Orlando_01/27/01,Orlando,2000.0,1/27/01,Miami,59-81,Regular Season,-1.5,0.0,-22.0,0.0,-23.5,Orlando,Miami,0.0,0.0,
43326,Orlando_01/27/08,Boston,2007.0,1/27/08,@ Orlando,        93-96,Regular Season,-1.5,0.0,-3.0,0.0,-4.5,Orlando,Boston,2.0,0.0,1.0
43329,Orlando_01/27/09,Orlando,2008.0,1/27/09,Indiana,        135-111,Regular Season,-9.0,1.0,24.0,1.0,15.0,Orlando,Indiana,1.0,1.0,1.0
43332,Orlando_01/27/13,Orlando,2012.0,1/27/13,Detroit,        102-104,Regular Season,-2.0,0.0,-2.0,0.0,-4.0,Orlando,Detroit,0.0,0.0,27.0
43335,Orlando_01/28/05,Orlando,2004.0,1/28/05,Washington,        108-101,Regular Season,-5.0,1.0,7.0,1.0,2.0,Orlando,Washington,1.0,0.0,13.0
43338,Orlando_01/28/10,Orlando,2009.0,1/28/10,Boston,        96-94,Regular Season,-3.5,0.0,2.0,1.0,-1.5,Orlando,Boston,2.0,1.0,7.0
43341,Orlando_01/28/92,Oklahoma City,1991.0,1/28/92,@ Orlando,102-97,Regular Season,-1.5,1.0,5.0,1.0,3.5,Orlando,Oklahoma City,0.0,0.0,
43342,Orlando_01/28/94,Orlando,1993.0,1/28/94,Miami,97-106,Regular Season,-7.0,0.0,-9.0,0.0,-16.0,Orlando,Miami,0.0,0.0,
43343,Orlando_01/28/95,Orlando,1994.0,1/28/95,Milwaukee,107-103,Regular Season,-13.0,0.0,4.0,1.0,-9.0,Orlando,Milwaukee,0.0,0.0,
43344,Orlando_01/29/00,Orlando,1999.0,1/29/00,Atlanta,103-87,Regular Season,-5.0,1.0,16.0,1.0,11.0,Orlando,Atlanta,0.0,1.0,
43345,Orlando_01/29/03,Orlando,2002.0,1/29/03,Cleveland,113-108,Regular Season,-8.5,0.0,5.0,1.0,-3.5,Orlando,Cleveland,1.0,1.0,15.0
43348,Orlando_01/29/04,Brooklyn,2003.0,1/29/04,@ Orlando,89-79,Regular Season,-4.5,1.0,10.0,1.0,5.5,Orlando,Brooklyn,1.0,2.0,8.0
43351,Orlando_01/29/06,Orlando,2005.0,1/29/06,Philadelphia,        81-89,Regular Season,-7.0,0.0,-8.0,0.0,-15.0,Orlando,Philadelphia,1.0,1.0,27.0
43354,Orlando_01/29/09,Orlando,2008.0,1/29/09,Cleveland,        99-88,Regular Season,-5.0,1.0,11.0,1.0,6.0,Orlando,Cleveland,0.0,1.0,1.0
43357,Orlando_01/29/12,Orlando,2011.0,1/29/12,Indiana,        85-106,Regular Season,-3.5,0.0,-21.0,0.0,-24.5,Orlando,Indiana,1.0,0.0,8.0
43360,Orlando_01/29/91,Phoenix,1990.0,1/29/91,@ Orlando,112-114,Regular Season,-10.5,0.0,-2.0,0.0,-12.5,Orlando,Phoenix,1.0,0.0,
43361,Orlando_01/29/93,Orlando,1992.0,1/29/93,Boston,105-116,Regular Season,-3.0,0.0,-11.0,0.0,-14.0,Orlando,Boston,1.0,0.0,
43362,Orlando_01/29/97,Orlando,1996.0,1/29/97,Phoenix,112-105,Regular Season,-3.5,1.0,7.0,1.0,3.5,Orlando,Phoenix,1.0,0.0,
43363,Orlando_01/30/01,Orlando,2000.0,1/30/01,Indiana,93-86,Regular Season,-2.0,1.0,7.0,1.0,5.0,Orlando,Indiana,0.0,3.0,
43364,Orlando_01/30/02,L.A. Lakers,2001.0,1/30/02,@ Orlando,111-93,Regular Season,-5.0,1.0,18.0,1.0,13.0,Orlando,L.A. Lakers,1.0,1.0,
43365,Orlando_01/30/08,Orlando,2007.0,1/30/08,Miami,        107-91,Regular Season,-16.0,0.0,16.0,1.0,0.0,Orlando,Miami,0.0,5.0,14.0
43368,Orlando_01/30/10,Orlando,2009.0,1/30/10,Atlanta,        104-86,Regular Season,-5.5,1.0,18.0,1.0,12.5,Orlando,Atlanta,1.0,1.0,7.0
43371,Orlando_01/30/11,Orlando,2010.0,1/30/11,Cleveland,        103-87,Regular Season,-18.0,0.0,16.0,1.0,-2.0,Orlando,Cleveland,2.0,5.0,6.0
43374,Orlando_01/30/96,Orlando,1995.0,1/30/96,Boston,104-99,Regular Season,-12.5,0.0,5.0,1.0,-7.5,Orlando,Boston,0.0,5.0,
43375,Orlando_01/31/00,Phoenix,1999.0,1/31/00,@ Orlando,117-113,Regular Season,-2.5,1.0,4.0,1.0,1.5,Orlando,Phoenix,1.0,1.0,
43376,Orlando_01/31/03,San Antonio,2002.0,1/31/03,@ Orlando,109-108,Regular Season,-3.0,0.0,1.0,1.0,-2.0,Orlando,San Antonio,0.0,1.0,7.0
43379,Orlando_01/31/04,Orlando,2003.0,1/31/04,L.A. Clippers,106-115,Regular Season,-2.0,0.0,-9.0,0.0,-11.0,Orlando,L.A. Clippers,0.0,0.0,29.0
43382,Orlando_01/31/07,Orlando,2006.0,1/31/07,Milwaukee,        98-73,Regular Season,-8.5,1.0,25.0,1.0,16.5,Orlando,Milwaukee,0.0,0.0,15.0
43385,Orlando_01/31/14,Orlando,2013.0,1/31/14,Milwaukee,        113-102,Regular Season,-6.0,1.0,11.0,1.0,5.0,Orlando,Milwaukee,0.0,0.0,29.0
43388,Orlando_01/31/98,Orlando,1997.0,1/31/98,Phoenix,94-96,Regular Season,-1.5,0.0,-2.0,0.0,-3.5,Orlando,Phoenix,1.0,1.0,
43389,Orlando_02/01/05,Orlando,2004.0,2/1/05,Cleveland,        105-102,Regular Season,-3.0,0.0,3.0,1.0,0.0,Orlando,Cleveland,3.0,1.0,13.0
43392,Orlando_02/01/06,L.A. Clippers,2005.0,2/1/06,@ Orlando,        106-94,Regular Season,-3.0,1.0,12.0,1.0,9.0,Orlando,L.A. Clippers,1.0,4.0,
43394,Orlando_02/01/12,Orlando,2011.0,2/1/12,Washington,        109-103,Regular Season,-10.0,0.0,6.0,1.0,-4.0,Orlando,Washington,2.0,0.0,20.0
43397,Orlando_02/02/07,Orlando,2006.0,2/2/07,Brooklyn,        119-86,Regular Season,-3.5,1.0,33.0,1.0,29.5,Orlando,Brooklyn,0.0,0.0,15.0
43400,Orlando_02/02/09,Orlando,2008.0,2/2/09,Dallas,        95-105,Regular Season,-7.5,0.0,-10.0,0.0,-17.5,Orlando,Dallas,2.0,1.0,4.0
43403,Orlando_02/02/10,Orlando,2009.0,2/2/10,Milwaukee,        99-82,Regular Season,-9.5,1.0,17.0,1.0,7.5,Orlando,Milwaukee,0.0,0.0,5.0
43406,Orlando_02/02/91,Orlando,1990.0,2/2/91,Miami,108-98,Regular Season,-5.5,1.0,10.0,1.0,4.5,Orlando,Miami,0.0,2.0,
43407,Orlando_02/02/95,Orlando,1994.0,2/2/95,Oklahoma City,103-106,Regular Season,-4.0,0.0,-3.0,0.0,-7.0,Orlando,Oklahoma City,0.0,1.0,
43408,Orlando_02/02/96,Orlando,1995.0,2/2/96,Atlanta,108-95,Regular Season,-8.5,1.0,13.0,1.0,4.5,Orlando,Atlanta,0.0,2.0,
43409,Orlando_02/02/97,Orlando,1996.0,2/2/97,Houston,103-90,Regular Season,-5.0,1.0,13.0,1.0,8.0,Orlando,Houston,1.0,8.0,
43410,Orlando_02/03/01,Orlando,2000.0,2/3/01,Atlanta,96-84,Regular Season,-6.0,1.0,12.0,1.0,6.0,Orlando,Atlanta,3.0,0.0,
43411,Orlando_02/03/02,San Antonio,2001.0,2/3/02,@ Orlando,105-98,Regular Season,-1.0,1.0,7.0,1.0,6.0,Orlando,San Antonio,4.0,4.0,
43412,Orlando_02/03/07,Orlando,2006.0,2/3/07,New York,        86-94,Regular Season,-5.0,0.0,-8.0,0.0,-13.0,Orlando,New York,0.0,0.0,15.0
43415,Orlando_02/03/11,Orlando,2010.0,2/3/11,Miami,        100-104,Regular Season,-1.0,0.0,-4.0,0.0,-5.0,Orlando,Miami,0.0,0.0,5.0
43418,Orlando_02/03/12,Orlando,2011.0,2/3/12,Cleveland,        102-94,Regular Season,-7.5,1.0,8.0,1.0,0.5,Orlando,Cleveland,0.0,1.0,20.0
43421,Orlando_02/03/92,Golden State,1991.0,2/3/92,@ Orlando,122-114,Regular Season,-7.0,1.0,8.0,1.0,1.0,Orlando,Golden State,0.0,0.0,
43422,Orlando_02/03/98,Atlanta,1997.0,2/3/98,@ Orlando,90-91,Regular Season,,,-1.0,0.0,,Orlando,Atlanta,0.0,0.0,
43423,Orlando_02/04/03,Portland,2002.0,2/4/03,@ Orlando,96-88,Regular Season,-3.5,1.0,8.0,1.0,4.5,Orlando,Portland,5.0,1.0,
43425,Orlando_02/04/06,Orlando,2005.0,2/4/06,Boston,        100-91,Regular Season,-3.5,1.0,9.0,1.0,5.5,Orlando,Boston,0.0,1.0,21.0
43428,Orlando_02/04/08,Orlando,2007.0,2/4/08,Dallas,        98-107,Regular Season,-4.5,0.0,-9.0,0.0,-13.5,Orlando,Dallas,1.0,1.0,12.0
43431,Orlando_02/04/09,Orlando,2008.0,2/4/09,L.A. Clippers,        125-96,Regular Season,-13.0,1.0,29.0,1.0,16.0,Orlando,L.A. Clippers,0.0,1.0,4.0
43434,Orlando_02/04/94,Orlando,1993.0,2/4/94,Milwaukee,92-98,Regular Season,-10.5,0.0,-6.0,0.0,-16.5,Orlando,Milwaukee,0.0,1.0,
43435,Orlando_02/04/96,Orlando,1995.0,2/4/96,San Antonio,122-109,Regular Season,-5.5,1.0,13.0,1.0,7.5,Orlando,San Antonio,0.0,6.0,
43436,Orlando_02/04/97,Orlando,1996.0,2/4/97,Indiana,111-87,Regular Season,-3.5,1.0,24.0,1.0,20.5,Orlando,Indiana,1.0,1.0,
43437,Orlando_02/05/00,Indiana,1999.0,2/5/00,@ Orlando,102-107,Regular Season,-2.5,0.0,-5.0,0.0,-7.5,Orlando,Indiana,0.0,2.0,
43438,Orlando_02/05/02,Orlando,2001.0,2/5/02,Cleveland,106-98,Regular Season,-8.0,0.0,8.0,1.0,0.0,Orlando,Cleveland,3.0,0.0,
43439,Orlando_02/05/10,Orlando,2009.0,2/5/10,Washington,        91-92,Regular Season,-12.5,0.0,-1.0,0.0,-13.5,Orlando,Washington,0.0,0.0,5.0
43442,Orlando_02/05/14,Detroit,2013.0,2/5/14,@ Orlando,        98-112,Regular Season,-2.5,0.0,-14.0,0.0,-16.5,Orlando,Detroit,1.0,0.0,25.0
43445,Orlando_02/05/91,New York,1990.0,2/5/91,@ Orlando,116-118,Regular Season,-4.0,0.0,-2.0,0.0,-6.0,Orlando,New York,0.0,1.0,
43446,Orlando_02/05/95,Orlando,1994.0,2/5/95,New York,103-100,Regular Season,-5.0,0.0,3.0,1.0,-2.0,Orlando,New York,4.0,1.0,
43447,Orlando_02/05/98,Orlando,1997.0,2/5/98,Washington,93-83,Regular Season,-6.0,1.0,10.0,1.0,4.0,Orlando,Washington,5.0,0.0,
43448,Orlando_02/05/99,Orlando,1998.0,2/5/99,New York,93-85,Regular Season,-1.0,1.0,8.0,1.0,7.0,Orlando,New York,6.0,1.0,
43449,Orlando_02/06/08,Orlando,2007.0,2/6/08,Brooklyn,        100-84,Regular Season,-10.5,1.0,16.0,1.0,5.5,Orlando,Brooklyn,0.0,2.0,12.0
43452,Orlando_02/06/12,L.A. Clippers,2011.0,2/6/12,@ Orlando,        107-102,Regular Season,-1.0,1.0,5.0,1.0,4.0,Orlando,L.A. Clippers,0.0,0.0,
43454,Orlando_02/06/13,L.A. Clippers,2012.0,2/6/13,@ Orlando,        86-76,Regular Season,-5.0,1.0,10.0,1.0,5.0,Orlando,L.A. Clippers,1.0,0.0,
43456,Orlando_02/06/96,Orlando,1995.0,2/6/96,Sacramento,112-102,Regular Season,-10.5,0.0,10.0,1.0,-0.5,Orlando,Sacramento,0.0,0.0,
43457,Orlando_02/06/97,Orlando,1996.0,2/6/97,Boston,119-111,Regular Season,-14.0,0.0,8.0,1.0,-6.0,Orlando,Boston,1.0,0.0,
43458,Orlando_02/07/00,Orlando,1999.0,2/7/00,Golden State,120-100,Regular Season,-8.5,1.0,20.0,1.0,11.5,Orlando,Golden State,0.0,0.0,
43459,Orlando_02/07/01,Orlando,2000.0,2/7/01,Washington,107-98,Regular Season,-6.5,1.0,9.0,1.0,2.5,Orlando,Washington,1.0,1.0,
43460,Orlando_02/07/14,Oklahoma City,2013.0,2/7/14,@ Orlando,        102-103,Regular Season,-9.5,0.0,-1.0,0.0,-10.5,Orlando,Oklahoma City,2.0,1.0,1.0
43463,Orlando_02/07/91,Orlando,1990.0,2/7/91,Minnesota,108-103,Regular Season,-2.5,1.0,5.0,1.0,2.5,Orlando,Minnesota,2.0,0.0,
43464,Orlando_02/08/04,L.A. Lakers,2003.0,2/8/04,@ Orlando,98-96,Regular Season,-5.0,0.0,2.0,1.0,-3.0,Orlando,L.A. Lakers,0.0,0.0,
43466,Orlando_02/08/05,Orlando,2004.0,2/8/05,Golden State,        109-113,Regular Season,-11.0,0.0,-4.0,0.0,-15.0,Orlando,Golden State,0.0,0.0,12.0
43469,Orlando_02/08/08,Orlando,2007.0,2/8/08,L.A. Lakers,        113-117,Regular Season,-1.0,0.0,-4.0,0.0,-5.0,Orlando,L.A. Lakers,0.0,0.0,12.0
43472,Orlando_02/08/09,Orlando,2008.0,2/8/09,Brooklyn,        101-84,Regular Season,-13.0,1.0,17.0,1.0,4.0,Orlando,Brooklyn,0.0,6.0,4.0
43475,Orlando_02/08/10,Orlando,2009.0,2/8/10,New Orleans,        123-117,Regular Season,-9.5,0.0,6.0,1.0,-3.5,Orlando,New Orleans,1.0,3.0,4.0
43478,Orlando_02/08/11,Orlando,2010.0,2/8/11,L.A. Clippers,        101-85,Regular Season,-9.5,1.0,16.0,1.0,6.5,Orlando,L.A. Clippers,2.0,1.0,8.0
43481,Orlando_02/08/12,Miami,2011.0,2/8/12,@ Orlando,        89-102,Regular Season,-3.5,0.0,-13.0,0.0,-16.5,Orlando,Miami,2.0,3.0,1.0
43484,Orlando_02/08/95,Orlando,1994.0,2/8/95,Dallas,110-92,Regular Season,-14.0,1.0,18.0,1.0,4.0,Orlando,Dallas,0.0,1.0,
43485,Orlando_02/08/99,Orlando,1998.0,2/8/99,Boston,107-90,Regular Season,-6.5,1.0,17.0,1.0,10.5,Orlando,Boston,1.0,1.0,
43486,Orlando_02/09/00,Orlando,1999.0,2/9/00,Washington,107-96,Regular Season,-5.0,1.0,11.0,1.0,6.0,Orlando,Washington,2.0,0.0,
43487,Orlando_02/09/07,San Antonio,2006.0,2/9/07,@ Orlando,        104-106,Regular Season,-6.5,0.0,-2.0,0.0,-8.5,Orlando,San Antonio,0.0,3.0,3.0
43490,Orlando_02/09/14,Indiana,2013.0,2/9/14,@ Orlando,        92-93,Regular Season,-8.0,0.0,-1.0,0.0,-9.0,Orlando,Indiana,1.0,5.0,2.0
43493,Orlando_02/09/94,Orlando,1993.0,2/9/94,Atlanta,104-87,Regular Season,-2.5,1.0,17.0,1.0,14.5,Orlando,Atlanta,6.0,2.0,
43494,Orlando_02/10/05,Orlando,2004.0,2/10/05,Atlanta,        101-96,Regular Season,-12.0,0.0,5.0,1.0,-7.0,Orlando,Atlanta,0.0,1.0,12.0
43497,Orlando_02/10/06,Detroit,2005.0,2/10/06,@ Orlando,        84-73,Regular Season,-8.0,1.0,11.0,1.0,3.0,Orlando,Detroit,1.0,1.0,1.0
43500,Orlando_02/10/12,Orlando,2011.0,2/10/12,Atlanta,        87-89,Regular Season,-5.0,0.0,-2.0,0.0,-7.0,Orlando,Atlanta,1.0,0.0,16.0
43503,Orlando_02/10/13,Portland,2012.0,2/10/13,@ Orlando,        104-110,Regular Season,-3.0,0.0,-6.0,0.0,-9.0,Orlando,Portland,2.0,0.0,
43505,Orlando_02/10/93,Cleveland,1992.0,2/10/93,@ Orlando,87-96,Regular Season,0.0,0.0,-9.0,0.0,-9.0,Orlando,Cleveland,0.0,1.0,
43506,Orlando_02/11/03,Brooklyn,2002.0,2/11/03,@ Orlando,83-92,Regular Season,-4.0,0.0,-9.0,0.0,-13.0,Orlando,Brooklyn,0.0,1.0,4.0
43509,Orlando_02/11/04,Orlando,2003.0,2/11/04,Miami,98-111,Regular Season,-4.0,0.0,-13.0,0.0,-17.0,Orlando,Miami,2.0,0.0,28.0
43512,Orlando_02/11/08,Orlando,2007.0,2/11/08,Cleveland,        111-118,Regular Season,-9.5,0.0,-7.0,0.0,-16.5,Orlando,Cleveland,0.0,1.0,11.0
43515,Orlando_02/11/09,Orlando,2008.0,2/11/09,Denver,        73-82,Regular Season,-7.0,0.0,-9.0,0.0,-16.0,Orlando,Denver,0.0,1.0,2.0
43518,Orlando_02/11/11,Orlando,2010.0,2/11/11,New Orleans,        93-99,Regular Season,-8.5,0.0,-6.0,0.0,-14.5,Orlando,New Orleans,0.0,0.0,8.0
43521,Orlando_02/11/92,Indiana,1991.0,2/11/92,@ Orlando,100-98,Regular Season,-3.0,0.0,2.0,1.0,-1.0,Orlando,Indiana,0.0,1.0,
43522,Orlando_02/11/97,Orlando,1996.0,2/11/97,Brooklyn,98-104,Regular Season,-12.0,0.0,-6.0,0.0,-18.0,Orlando,Brooklyn,0.0,0.0,
43523,Orlando_02/12/02,Orlando,2001.0,2/12/02,New York,122-114,Regular Season,-6.0,1.0,8.0,1.0,2.0,Orlando,New York,2.0,4.0,
