,Index,Team,Season,Date,Against,Score,Type,PS,WPS,Diff,W,Bias,Home,Away,FWStreak,UWStreak,permalink,attendance
1064,Cincinnati_Sunday 11/13/11,Pittsburgh,2011,Sunday 11/13/11,@ Cincinnati,24-17,Week 10,-3.5,1,7,1,3.5,Cincinnati,Pittsburgh,1,-2,201111130cin,63262.0
1065,Cincinnati_Sunday 11/14/99,Tennessee,1999,Sunday 11/14/99,@ Cincinnati,24-14,Week 10,-9.5,1,10,1,0.5,Cincinnati,Tennessee,-2,-1,199911140cin,46017.0
1066,Cincinnati_Sunday 11/16/03,Kansas City,2003,Sunday 11/16/03,@ Cincinnati,19-24,Week 11,-6.0,0,-5,0,-11.0,Cincinnati,Kansas City,1,1,200311160cin,64923.0
1067,Cincinnati_Sunday 11/16/08,Philadelphia,2008,Sunday 11/16/08,@ Cincinnati,13-13,Week 11,-9.5,0,0,0,-9.5,Cincinnati,Philadelphia,1,2,200811160cin,64633.0
1068,Cincinnati_Sunday 11/17/02,Cleveland,2002,Sunday 11/17/02,@ Cincinnati,27-20,Week 11,-3.0,1,7,1,4.0,Cincinnati,Cleveland,-1,1,200211170cin,
1069,Cincinnati_Sunday 11/17/13,Cincinnati,2013,Sunday 11/17/13,Cleveland,41-20,Week 11,-4.5,1,21,1,16.5,Cincinnati,Cleveland,-1,1,201311170cin,63856.0
1070,Cincinnati_Sunday 11/18/01,Cincinnati,2001,Sunday 11/18/01,Tennessee,7-20,Week 10,-1.0,0,-13,0,-14.0,Cincinnati,Tennessee,1,5,200111180cin,
1071,Cincinnati_Sunday 11/18/07,Cincinnati,2007,Sunday 11/18/07,Arizona,27-35,Week 11,-3.0,0,-8,0,-11.0,Cincinnati,Arizona,-1,2,200711180cin,
1072,Cincinnati_Sunday 11/20/05,Indianapolis,2005,Sunday 11/20/05,@ Cincinnati,45-37,Week 11,-5.0,1,8,1,3.0,Cincinnati,Indianapolis,-3,1,200511200cin,
1073,Cincinnati_Sunday 11/21/04,Pittsburgh,2004,Sunday 11/21/04,@ Cincinnati,19-14,Week 11,-5.0,0,5,1,0.0,Cincinnati,Pittsburgh,-1,-2,200411210cin,
1074,Cincinnati_Sunday 11/21/10,Cincinnati,2010,Sunday 11/21/10,Buffalo,31-49,Week 11,-4.0,0,-18,0,-22.0,Cincinnati,Buffalo,-3,1,201011210cin,55654.0
1075,Cincinnati_Sunday 11/21/99,Baltimore,1999,Sunday 11/21/99,@ Cincinnati,34-31,Week 11,-5.5,0,3,1,-2.5,Cincinnati,Baltimore,6,-4,199911210cin,43279.0
1076,Cincinnati_Sunday 11/25/07,Tennessee,2007,Sunday 11/25/07,@ Cincinnati,6-35,Week 12,0.0,0,-29,0,-29.0,Cincinnati,Tennessee,-1,-2,200711250cin,
1077,Cincinnati_Sunday 11/25/12,Cincinnati,2012,Sunday 11/25/12,Oakland,34-10,Week 12,-9.5,1,24,1,14.5,Cincinnati,Oakland,1,2,201211250cin,56503.0
1078,Cincinnati_Sunday 11/26/00,Pittsburgh,2000,Sunday 11/26/00,@ Cincinnati,48-28,Week 13,-4.5,1,20,1,15.5,Cincinnati,Pittsburgh,-1,2,200011260cin,63925.0
1079,Cincinnati_Sunday 11/27/05,Cincinnati,2005,Sunday 11/27/05,Baltimore,42-29,Week 12,-9.5,1,13,1,3.5,Cincinnati,Baltimore,1,3,200511270cin,65680.0
1080,Cincinnati_Sunday 11/27/11,Cincinnati,2011,Sunday 11/27/11,Cleveland,23-20,Week 12,-6.5,0,3,1,-3.5,Cincinnati,Cleveland,2,-3,201111270cin,48260.0
1081,Cincinnati_Sunday 11/28/04,Cincinnati,2004,Sunday 11/28/04,Cleveland,58-48,Week 12,-6.0,1,10,1,4.0,Cincinnati,Cleveland,3,-4,200411280cin,
1082,Cincinnati_Sunday 11/29/09,Cincinnati,2009,Sunday 11/29/09,Cleveland,16-7,Week 12,-12.0,0,9,1,-3.0,Cincinnati,Cleveland,5,-1,200911290cin,64553.0
1083,Cincinnati_Sunday 11/30/08,Baltimore,2008,Sunday 11/30/08,@ Cincinnati,34-3,Week 13,-7.0,1,31,1,24.0,Cincinnati,Baltimore,1,7,200811300cin,63871.0
1084,Cincinnati_Sunday 12/01/02,Baltimore,2002,Sunday 12/01/02,@ Cincinnati,27-23,Week 13,-2.5,1,4,1,1.5,Cincinnati,Baltimore,-1,1,200212010cin,
1085,Cincinnati_Sunday 12/02/01,Tampa Bay,2001,Sunday 12/02/01,@ Cincinnati,16-13,Week 12,-5.0,0,3,1,-2.0,Cincinnati,Tampa Bay,-2,1,200112020cin,
1086,Cincinnati_Sunday 12/03/00,Cincinnati,2000,Sunday 12/03/00,Arizona,24-13,Week 14,-4.0,1,11,1,7.0,Cincinnati,Arizona,1,-1,200012030cin,50289.0
1087,Cincinnati_Sunday 12/05/10,New Orleans,2010,Sunday 12/05/10,@ Cincinnati,34-30,Week 13,-6.5,0,4,1,-2.5,Cincinnati,New Orleans,-2,1,201012050cin,59963.0
1088,Cincinnati_Sunday 12/05/99,Cincinnati,1999,Sunday 12/05/99,San Francisco,44-30,Week 13,-3.5,1,14,1,10.5,Cincinnati,San Francisco,-1,-2,199912050cin,53463.0
1089,Cincinnati_Sunday 12/06/09,Cincinnati,2009,Sunday 12/06/09,Detroit,23-13,Week 13,-13.5,0,10,1,-3.5,Cincinnati,Detroit,1,1,200912060cin,62545.0
1090,Cincinnati_Sunday 12/07/14,Cincinnati,2014,Sunday 12/07/14,Pittsburgh,21-42,Week 14,-3.0,0,-21,0,-24.0,Cincinnati,Pittsburgh,-2,2,201412070cin,65512.0
1091,Cincinnati_Sunday 12/08/13,Cincinnati,2013,Sunday 12/08/13,Indianapolis,42-28,Week 14,-7.0,1,14,1,7.0,Cincinnati,Indianapolis,-4,-1,201312080cin,62507.0
1092,Cincinnati_Sunday 12/09/01,Cincinnati,2001,Sunday 12/09/01,Jacksonville,10-14,Week 13,-1.0,0,-4,0,-5.0,Cincinnati,Jacksonville,1,-3,200112090cin,
1093,Cincinnati_Sunday 12/09/07,Cincinnati,2007,Sunday 12/09/07,St. Louis,19-10,Week 14,-10.0,0,9,1,-1.0,Cincinnati,St. Louis,-1,1,200712090cin,
1094,Cincinnati_Sunday 12/09/12,Cincinnati,2012,Sunday 12/09/12,Dallas,19-20,Week 14,-3.5,0,-1,0,-4.5,Cincinnati,Dallas,1,2,201212090cin,63590.0
1095,Cincinnati_Sunday 12/10/06,Cincinnati,2006,Sunday 12/10/06,Oakland,27-10,Week 14,-10.5,1,17,1,6.5,Cincinnati,Oakland,-2,-1,200612100cin,
1096,Cincinnati_Sunday 12/11/05,Cincinnati,2005,Sunday 12/11/05,Cleveland,23-20,Week 14,-11.5,0,3,1,-8.5,Cincinnati,Cleveland,1,-1,200512110cin,
1097,Cincinnati_Sunday 12/11/11,Cincinnati,2011,Sunday 12/11/11,Houston,19-20,Week 14,-2.5,0,-1,0,-3.5,Cincinnati,Houston,2,-2,201112110cin,41202.0
1098,Cincinnati_Sunday 12/12/99,Cincinnati,1999,Sunday 12/12/99,Cleveland,44-28,Week 14,-7.0,1,16,1,9.0,Cincinnati,Cleveland,-3,-4,199912120cin,59972.0
1099,Cincinnati_Sunday 12/14/03,Cincinnati,2003,Sunday 12/14/03,San Francisco,41-38,Week 15,-3.0,0,3,1,0.0,Cincinnati,San Francisco,-1,3,200312140cin,64666.0
1100,Cincinnati_Sunday 12/14/08,Washington,2008,Sunday 12/14/08,@ Cincinnati,13-20,Week 15,-6.5,0,-7,0,-13.5,Cincinnati,Washington,-1,1,200812140cin,63996.0
1101,Cincinnati_Sunday 12/15/02,Jacksonville,2002,Sunday 12/15/02,@ Cincinnati,29-15,Week 15,-3.0,1,14,1,11.0,Cincinnati,Jacksonville,1,2,200212150cin,
1102,Cincinnati_Sunday 12/17/00,Jacksonville,2000,Sunday 12/17/00,@ Cincinnati,14-17,Week 16,-10.0,0,-3,0,-13.0,Cincinnati,Jacksonville,-1,-2,200012170cin,50469.0
1103,Cincinnati_Sunday 12/19/04,Buffalo,2004,Sunday 12/19/04,@ Cincinnati,33-17,Week 15,-3.0,1,16,1,13.0,Cincinnati,Buffalo,-1,3,200412190cin,65378.0
1104,Cincinnati_Sunday 12/19/10,Cincinnati,2010,Sunday 12/19/10,Cleveland,19-17,Week 15,-1.0,1,2,1,1.0,Cincinnati,Cleveland,-1,-2,201012190cin,56342.0
1105,Cincinnati_Sunday 12/22/02,New Orleans,2002,Sunday 12/22/02,@ Cincinnati,13-20,Week 16,-7.0,0,-7,0,-14.0,Cincinnati,New Orleans,1,1,200212220cin,
1106,Cincinnati_Sunday 12/22/13,Cincinnati,2013,Sunday 12/22/13,Minnesota,42-14,Week 16,-7.5,1,28,1,20.5,Cincinnati,Minnesota,2,-1,201312220cin,61555.0
1107,Cincinnati_Sunday 12/23/07,Cleveland,2007,Sunday 12/23/07,@ Cincinnati,14-19,Week 16,-1.0,0,-5,0,-6.0,Cincinnati,Cleveland,-2,-1,200712230cin,
1108,Cincinnati_Sunday 12/26/04,Cincinnati,2004,Sunday 12/26/04,N.Y. Giants,23-22,Week 16,-6.0,0,1,1,-5.0,Cincinnati,N.Y. Giants,-2,-2,200412260cin,64606.0
1109,Cincinnati_Sunday 12/26/10,San Diego,2010,Sunday 12/26/10,@ Cincinnati,20-34,Week 16,-9.0,0,-14,0,-23.0,Cincinnati,San Diego,-1,1,201012260cin,54194.0
1110,Cincinnati_Sunday 12/27/09,Cincinnati,2009,Sunday 12/27/09,Kansas City,17-10,Week 16,-13.0,0,7,1,-6.0,Cincinnati,Kansas City,-1,-1,200912270cin,64333.0
1111,Cincinnati_Sunday 12/28/03,Cincinnati,2003,Sunday 12/28/03,Cleveland,14-22,Week 17,-8.5,0,-8,0,-16.5,Cincinnati,Cleveland,1,1,200312280cin,65362.0
1112,Cincinnati_Sunday 12/28/08,Cincinnati,2008,Sunday 12/28/08,Kansas City,16-6,Week 17,-3.0,1,10,1,7.0,Cincinnati,Kansas City,-1,1,200812280cin,63984.0
1113,Cincinnati_Sunday 12/29/13,Cincinnati,2013,Sunday 12/29/13,Baltimore,34-17,Week 17,-6.5,1,17,1,10.5,Cincinnati,Baltimore,-1,-1,201312290cin,62406.0
1114,Cincinnati_Sunday 12/30/01,Pittsburgh,2001,Sunday 12/30/01,@ Cincinnati,23-26,Week 16,-8.0,0,-3,0,-11.0,Cincinnati,Pittsburgh,6,1,200112300cin,
1115,Cincinnati_Sunday 12/30/12,Cincinnati,2012,Sunday 12/30/12,Baltimore,23-17,Week 17,-5.5,1,6,1,0.5,Cincinnati,Baltimore,3,1,201212300cin,61565.0
1116,Cincinnati_Sunday 12/31/06,Cincinnati,2006,Sunday 12/31/06,Pittsburgh,17-23,Week 17,-6.0,0,-6,0,-12.0,Cincinnati,Pittsburgh,4,1,200612310cin,
1117,Cincinnati_Sunday Night 08/13/06,Washington,2006,Sunday Night 08/13/06,@ Cincinnati,3-19,Pre-Week 1,-2.5,0,-16,0,-18.5,Cincinnati,Washington,2,-3,200608130cin,
1118,Cincinnati_Sunday Night 08/15/10,Cincinnati,2010,Sunday Night 08/15/10,Denver,33-24,Pre-Week 1,-3.5,1,9,1,5.5,Cincinnati,Denver,1,-4,201008150cin,
1119,Cincinnati_Sunday Night 08/17/08,Cincinnati,2008,Sunday Night 08/17/08,Detroit,10-27,Pre-Week 2,-3.5,0,-17,0,-20.5,Cincinnati,Detroit,2,1,200808170cin,
1120,Cincinnati_Sunday Night 09/19/04,Cincinnati,2004,Sunday Night 09/19/04,Miami,16-13,Week 2,-5.5,0,3,1,-2.5,Cincinnati,Miami,-2,2,200409190cin,
1121,Cincinnati_Sunday Night 10/21/12,Pittsburgh,2012,Sunday Night 10/21/12,@ Cincinnati,24-17,Week 7,-1.0,1,7,1,6.0,Cincinnati,Pittsburgh,-2,-3,201210210cin,63411.0
1122,Cincinnati_Thursday 08/23/12,Green Bay,2012,Thursday 08/23/12,@ Cincinnati,27-13,Pre-Week 3,-3.0,1,14,1,11.0,Cincinnati,Green Bay,-2,2,201208230cin,
1123,Cincinnati_Thursday 08/25/11,Cincinnati,2011,Thursday 08/25/11,Carolina,24-13,Pre-Week 3,-3.0,1,11,1,8.0,Cincinnati,Carolina,-1,1,201108250cin,
1124,Cincinnati_Thursday 08/27/09,Cincinnati,2009,Thursday 08/27/09,St. Louis,21-24,Pre-Week 3,-3.0,0,-3,0,-6.0,Cincinnati,St. Louis,1,2,200908270cin,
1125,Cincinnati_Thursday 08/28/14,Cincinnati,2014,Thursday 08/28/14,Indianapolis,35-7,Pre-Week 4,-2.5,1,28,1,25.5,Cincinnati,Indianapolis,1,-2,201408280cin,
1126,Cincinnati_Thursday 08/29/02,Cincinnati,2002,Thursday 08/29/02,Atlanta,14-27,Pre-Week 4,-4.0,0,-13,0,-17.0,Cincinnati,Atlanta,2,2,200208290cin,
1127,Cincinnati_Thursday 08/29/13,Cincinnati,2013,Thursday 08/29/13,Indianapolis,27-10,Pre-Week 4,-3.5,1,17,1,13.5,Cincinnati,Indianapolis,-1,-3,201308290cin,
1128,Cincinnati_Thursday 08/30/01,Cincinnati,2001,Thursday 08/30/01,Indianapolis,17-23,Pre-Week 4,-3.0,0,-6,0,-9.0,Cincinnati,Indianapolis,1,-4,200108300cin,
1129,Cincinnati_Thursday 09/01/11,Cincinnati,2011,Thursday 09/01/11,Indianapolis,13-17,Pre-Week 4,-3.5,0,-4,0,-7.5,Cincinnati,Indianapolis,-2,2,201109010cin,
1130,Cincinnati_Thursday 09/03/09,Cincinnati,2009,Thursday 09/03/09,Indianapolis,38-7,Pre-Week 4,-3.5,1,31,1,27.5,Cincinnati,Indianapolis,1,1,200909030cin,
1131,Cincinnati_Thursday 11/06/14,Cincinnati,2014,Thursday 11/06/14,Cleveland,3-24,Week 10,-6.5,0,-21,0,-27.5,Cincinnati,Cleveland,-1,-1,201411060cin,65871.0
1132,Cincinnati_Thursday 11/30/06,Cincinnati,2006,Thursday 11/30/06,Baltimore,13-7,Week 13,-3.0,1,6,1,3.0,Cincinnati,Baltimore,-4,2,200611300cin,
1133,Cleveland_Friday 08/15/03,Cleveland,2003,Friday 08/15/03,Green Bay,31-38,Pre-Week 2,-3.5,0,-7,0,-10.5,Cleveland,Green Bay,3,-1,200308150cle,
1134,Cleveland_Friday 08/18/06,Cleveland,2006,Friday 08/18/06,Detroit,20-16,Pre-Week 2,-3.0,1,4,1,1.0,Cleveland,Detroit,-1,-1,200608180cle,
1135,Cleveland_Friday 08/19/11,Cleveland,2011,Friday 08/19/11,Detroit,28-30,Pre-Week 2,-2.5,0,-2,0,-4.5,Cleveland,Detroit,1,-2,201108190cle,
1136,Cleveland_Friday 08/24/12,Cleveland,2012,Friday 08/24/12,Philadelphia,10-27,Pre-Week 3,-4.5,0,-17,0,-21.5,Cleveland,Philadelphia,-2,-1,201208240cle,
1137,Cleveland_Friday 08/26/05,Carolina,2005,Friday 08/26/05,@ Cleveland,23-20,Pre-Week 3,-5.5,0,3,1,-2.5,Cleveland,Carolina,-3,-3,200508260cle,
1138,Cleveland_Friday 08/30/02,Carolina,2002,Friday 08/30/02,@ Cleveland,20-19,Pre-Week 4,0.0,1,1,1,1.0,Cleveland,Carolina,2,-4,200208300cle,
1139,Cleveland_Friday 09/03/04,Cleveland,2004,Friday 09/03/04,Chicago,24-10,Pre-Week 4,-3.5,1,14,1,10.5,Cleveland,Chicago,-6,-1,200409030cle,
1140,Cleveland_Monday 10/13/08,N.Y. Giants,2008,Monday 10/13/08,@ Cleveland,14-35,Week 6,-9.0,0,-21,0,-30.0,Cleveland,N.Y. Giants,2,-3,200810130cle,73102.0
1141,Cleveland_Monday 11/16/09,Baltimore,2009,Monday 11/16/09,@ Cleveland,16-0,Week 10,-10.5,1,16,1,5.5,Cleveland,Baltimore,1,1,200911160cle,69023.0
1142,Cleveland_Monday 12/08/03,St. Louis,2003,Monday 12/08/03,@ Cleveland,26-20,Week 14,-5.5,1,6,1,0.5,Cleveland,St. Louis,-3,1,200312080cle,73108.0
1143,Cleveland_Saturday 08/11/01,Green Bay,2001,Saturday 08/11/01,@ Cleveland,3-10,Pre-Week 1,-1.5,0,-7,0,-8.5,Cleveland,Green Bay,-2,1,200108110cle,
1144,Cleveland_Saturday 08/11/07,Cleveland,2007,Saturday 08/11/07,Kansas City,16-12,Pre-Week 1,-3.0,1,4,1,1.0,Cleveland,Kansas City,2,1,200708110cle,
1145,Cleveland_Saturday 08/13/05,N.Y. Giants,2005,Saturday 08/13/05,@ Cleveland,14-17,Pre-Week 1,-3.0,0,-3,0,-6.0,Cleveland,N.Y. Giants,-1,-1,200508130cle,
1146,Cleveland_Saturday 08/13/11,Cleveland,2011,Saturday 08/13/11,Green Bay,27-17,Pre-Week 1,-2.5,1,10,1,7.5,Cleveland,Green Bay,1,-1,201108130cle,
1147,Cleveland_Saturday 08/17/02,Cleveland,2002,Saturday 08/17/02,Detroit,24-23,Pre-Week 2,-4.0,0,1,1,-3.0,Cleveland,Detroit,-2,-1,200208170cle,
1148,Cleveland_Saturday 08/18/01,Tampa Bay,2001,Saturday 08/18/01,@ Cleveland,6-7,Pre-Week 2,-6.0,0,-1,0,-7.0,Cleveland,Tampa Bay,-1,1,200108180cle,
1149,Cleveland_Saturday 08/18/07,Cleveland,2007,Saturday 08/18/07,Detroit,20-23,Pre-Week 2,-3.0,0,-3,0,-6.0,Cleveland,Detroit,2,1,200708180cle,
1150,Cleveland_Saturday 08/19/00,Washington,2000,Saturday 08/19/00,@ Cleveland,24-0,Pre-Week 3,-7.5,1,24,1,16.5,Cleveland,Washington,-2,-1,200008190cle,
1151,Cleveland_Saturday 08/21/04,Cleveland,2004,Saturday 08/21/04,Detroit,17-10,Pre-Week 2,-3.0,1,7,1,4.0,Cleveland,Detroit,1,-1,200408210cle,
1152,Cleveland_Saturday 08/21/10,Cleveland,2010,Saturday 08/21/10,St. Louis,17-19,Pre-Week 2,-4.0,0,-2,0,-6.0,Cleveland,St. Louis,2,1,201008210cle,
1153,Cleveland_Saturday 08/21/99,Minnesota,1999,Saturday 08/21/99,@ Cleveland,24-17,Pre-Week 2,-7.5,0,7,1,-0.5,Cleveland,Minnesota,4,-1,199908210cle,
1154,Cleveland_Saturday 08/22/09,Cleveland,2009,Saturday 08/22/09,Detroit,27-10,Pre-Week 2,-3.5,1,17,1,13.5,Cleveland,Detroit,-2,1,200908220cle,
1155,Cleveland_Saturday 08/23/14,Cleveland,2014,Saturday 08/23/14,St. Louis,14-33,Pre-Week 3,-3.0,0,-19,0,-22.0,Cleveland,St. Louis,-2,1,201408230cle,
1156,Cleveland_Saturday 08/28/99,Cleveland,1999,Saturday 08/28/99,Chicago,35-24,Pre-Week 3,-2.0,1,11,1,9.0,Cleveland,Chicago,-1,-2,199908280cle,
1157,Cleveland_Saturday 12/24/05,Pittsburgh,2005,Saturday 12/24/05,@ Cleveland,41-0,Week 16,-7.0,1,41,1,34.0,Cleveland,Pittsburgh,-1,2,200512240cle,
1158,Cleveland_Sunday 01/01/06,Baltimore,2005,Sunday 01/01/06,@ Cleveland,16-20,Week 17,-3.0,0,-4,0,-7.0,Cleveland,Baltimore,-1,-2,200601010cle,
1159,Cleveland_Sunday 01/01/12,Pittsburgh,2011,Sunday 01/01/12,@ Cleveland,13-9,Week 17,-7.0,0,4,1,-3.0,Cleveland,Pittsburgh,3,1,201201010cle,68266.0
1160,Cleveland_Sunday 01/02/11,Pittsburgh,2010,Sunday 01/02/11,@ Cleveland,41-9,Week 17,-6.5,1,32,1,25.5,Cleveland,Pittsburgh,1,1,201101020cle,68303.0
1161,Cleveland_Sunday 01/03/10,Cleveland,2009,Sunday 01/03/10,Jacksonville,23-17,Week 17,-1.0,1,6,1,5.0,Cleveland,Jacksonville,-1,-1,201001030cle,66935.0
1162,Cleveland_Sunday 07/30/00,Cleveland,2000,Sunday 07/30/00,Philadelphia,33-22,Pre-Week HOF,-2.5,1,11,1,8.5,Cleveland,Philadelphia,-2,-1,200007300cle,
1163,Cleveland_Sunday 09/03/00,Jacksonville,2000,Sunday 09/03/00,@ Cleveland,27-7,Week 1,-10.0,1,20,1,10.0,Cleveland,Jacksonville,-4,1,200009030cle,72418.0
1164,Cleveland_Sunday 09/07/03,Cleveland,2003,Sunday 09/07/03,Indianapolis,6-9,Week 1,-1.5,0,-3,0,-4.5,Cleveland,Indianapolis,-1,1,200309070cle,73358.0
1165,Cleveland_Sunday 09/07/08,Dallas,2008,Sunday 09/07/08,@ Cleveland,28-10,Week 1,-6.0,1,18,1,12.0,Cleveland,Dallas,-2,-2,200809070cle,73012.0
1166,Cleveland_Sunday 09/08/02,Cleveland,2002,Sunday 09/08/02,Kansas City,39-40,Week 1,-1.0,0,-1,0,-2.0,Cleveland,Kansas City,-4,-2,200209080cle,
1167,Cleveland_Sunday 09/08/13,Cleveland,2013,Sunday 09/08/13,Miami,10-23,Week 1,-2.5,0,-13,0,-15.5,Cleveland,Miami,-5,2,201309080cle,71513.0
1168,Cleveland_Sunday 09/09/01,Seattle,2001,Sunday 09/09/01,@ Cleveland,9-6,Week 1,-3.0,0,3,1,0.0,Cleveland,Seattle,1,-6,200109090cle,
1169,Cleveland_Sunday 09/09/07,Pittsburgh,2007,Sunday 09/09/07,@ Cleveland,34-7,Week 1,-4.5,1,27,1,22.5,Cleveland,Pittsburgh,-2,-7,200709090cle,
1170,Cleveland_Sunday 09/09/12,Philadelphia,2012,Sunday 09/09/12,@ Cleveland,17-16,Week 1,-9.0,0,1,1,-8.0,Cleveland,Philadelphia,-3,-8,201209090cle,68693.0
1171,Cleveland_Sunday 09/10/06,Cleveland,2006,Sunday 09/10/06,New Orleans,14-19,Week 1,-3.0,0,-5,0,-8.0,Cleveland,New Orleans,1,1,200609100cle,72915.0
1172,Cleveland_Sunday 09/11/05,Cincinnati,2005,Sunday 09/11/05,@ Cleveland,27-13,Week 1,-4.0,1,14,1,10.0,Cleveland,Cincinnati,1,-1,200509110cle,73013.0
1173,Cleveland_Sunday 09/11/11,Cleveland,2011,Sunday 09/11/11,Cincinnati,17-27,Week 1,-6.5,0,-10,0,-16.5,Cleveland,Cincinnati,-2,2,201109110cle,67321.0
1174,Cleveland_Sunday 09/12/04,Baltimore,2004,Sunday 09/12/04,@ Cleveland,3-20,Week 1,-3.5,0,-17,0,-20.5,Cleveland,Baltimore,4,-3,200409120cle,
1175,Cleveland_Sunday 09/13/09,Minnesota,2009,Sunday 09/13/09,@ Cleveland,34-20,Week 1,-4.0,1,14,1,10.0,Cleveland,Minnesota,2,-1,200909130cle,70560.0
1176,Cleveland_Sunday 09/14/14,New Orleans,2014,Sunday 09/14/14,@ Cleveland,24-26,Week 2,-4.5,0,-2,0,-6.5,Cleveland,New Orleans,-1,-3,201409140cle,67407.0
1177,Cleveland_Sunday 09/15/02,Cleveland,2002,Sunday 09/15/02,Cincinnati,20-7,Week 2,-4.0,1,13,1,9.0,Cleveland,Cincinnati,1,1,200209150cle,
1178,Cleveland_Sunday 09/16/07,Cincinnati,2007,Sunday 09/16/07,@ Cleveland,45-51,Week 2,-7.0,0,-6,0,-13.0,Cleveland,Cincinnati,-1,-1,200709160cle,
1179,Cleveland_Sunday 09/17/00,Pittsburgh,2000,Sunday 09/17/00,@ Cleveland,20-23,Week 3,-2.0,0,-3,0,-5.0,Cleveland,Pittsburgh,2,-1,200009170cle,73018.0
1180,Cleveland_Sunday 09/19/10,Cleveland,2010,Sunday 09/19/10,Kansas City,14-16,Week 2,-3.0,0,-2,0,-5.0,Cleveland,Kansas City,-1,-3,201009190cle,65377.0
1181,Cleveland_Sunday 09/21/14,Baltimore,2014,Sunday 09/21/14,@ Cleveland,23-21,Week 3,-2.0,0,2,1,0.0,Cleveland,Baltimore,3,-1,201409210cle,67407.0
1182,Cleveland_Sunday 09/23/01,Detroit,2001,Sunday 09/23/01,@ Cleveland,14-24,Week 2,-1.0,0,-10,0,-11.0,Cleveland,Detroit,1,2,200109230cle,
1183,Cleveland_Sunday 09/23/12,Buffalo,2012,Sunday 09/23/12,@ Cleveland,24-14,Week 3,-2.5,1,10,1,7.5,Cleveland,Buffalo,-5,-1,201209230cle,69353.0
1184,Cleveland_Sunday 09/24/06,Baltimore,2006,Sunday 09/24/06,@ Cleveland,15-14,Week 3,-7.0,0,1,1,-6.0,Cleveland,Baltimore,2,-3,200609240cle,
1185,Cleveland_Sunday 09/25/11,Cleveland,2011,Sunday 09/25/11,Miami,17-16,Week 3,-1.0,0,1,1,0.0,Cleveland,Miami,-5,3,201109250cle,66651.0
1186,Cleveland_Sunday 09/28/03,Cleveland,2003,Sunday 09/28/03,Cincinnati,14-21,Week 4,-4.5,0,-7,0,-11.5,Cleveland,Cincinnati,-4,1,200309280cle,73428.0
1187,Cleveland_Sunday 09/29/13,Cincinnati,2013,Sunday 09/29/13,@ Cleveland,6-17,Week 4,-3.5,0,-11,0,-14.5,Cleveland,Cincinnati,-2,-1,201309290cle,71481.0
1188,Cleveland_Sunday 09/30/07,Baltimore,2007,Sunday 09/30/07,@ Cleveland,13-27,Week 4,-3.5,0,-14,0,-17.5,Cleveland,Baltimore,1,2,200709300cle,
1189,Cleveland_Sunday 10/01/00,Baltimore,2000,Sunday 10/01/00,@ Cleveland,12-0,Week 5,-8.0,1,12,1,4.0,Cleveland,Baltimore,-1,3,200010010cle,73018.0
1190,Cleveland_Sunday 10/02/11,Cleveland,2011,Sunday 10/02/11,Tennessee,13-31,Week 4,-1.0,0,-18,0,-19.0,Cleveland,Tennessee,1,-2,201110020cle,66240.0
1191,Cleveland_Sunday 10/03/04,Washington,2004,Sunday 10/03/04,@ Cleveland,13-17,Week 4,-3.0,0,-4,0,-7.0,Cleveland,Washington,5,-1,200410030cle,
1192,Cleveland_Sunday 10/03/10,Cincinnati,2010,Sunday 10/03/10,@ Cleveland,20-23,Week 4,-1.5,0,-3,0,-4.5,Cleveland,Cincinnati,-1,1,201010030cle,66731.0
1193,Cleveland_Sunday 10/03/99,New England,1999,Sunday 10/03/99,@ Cleveland,19-7,Week 4,-12.0,0,12,1,0.0,Cleveland,New England,2,2,199910030cle,72368.0
1194,Cleveland_Sunday 10/04/09,Cincinnati,2009,Sunday 10/04/09,@ Cleveland,23-20,Week 4,-6.0,0,3,1,-3.0,Cleveland,Cincinnati,-3,-1,200910040cle,69844.0
1195,Cleveland_Sunday 10/07/01,San Diego,2001,Sunday 10/07/01,@ Cleveland,16-20,Week 4,-3.5,0,-4,0,-7.5,Cleveland,San Diego,-1,1,200110070cle,
1196,Cleveland_Sunday 10/09/05,Cleveland,2005,Sunday 10/09/05,Chicago,20-10,Week 5,-3.0,1,10,1,7.0,Cleveland,Chicago,-4,1,200510090cle,
1197,Cleveland_Sunday 10/10/10,Atlanta,2010,Sunday 10/10/10,@ Cleveland,20-10,Week 5,-3.0,1,10,1,7.0,Cleveland,Atlanta,-3,-1,201010100cle,65290.0
1198,Cleveland_Sunday 10/10/99,Cincinnati,1999,Sunday 10/10/99,@ Cleveland,18-17,Week 5,-3.0,0,1,1,-2.0,Cleveland,Cincinnati,-1,-2,199910100cle,73048.0
1199,Cleveland_Sunday 10/12/03,Cleveland,2003,Sunday 10/12/03,Oakland,13-7,Week 6,-3.5,1,6,1,2.5,Cleveland,Oakland,1,-2,200310120cle,73318.0
1200,Cleveland_Sunday 10/12/14,Cleveland,2014,Sunday 10/12/14,Pittsburgh,31-10,Week 6,-2.5,1,21,1,18.5,Cleveland,Pittsburgh,2,-1,201410120cle,67431.0
1201,Cleveland_Sunday 10/13/13,Detroit,2013,Sunday 10/13/13,@ Cleveland,31-17,Week 6,-1.0,1,14,1,13.0,Cleveland,Detroit,-1,-1,201310130cle,71513.0
