,Index,Team,Season,Date,Against,Score,Type,PS,WPS,Diff,W,Bias,Home,Away,FWStreak,UWStreak,permalink,attendance,weekBySeason,ranking
212,Atlanta_Sunday 09/15/13,Atlanta,2013,Sunday 09/15/13,St. Louis,31-24,Week 2,-4.0,1,7,1,3.0,Atlanta,St. Louis,-4,-1,201309150atl,70056.0,2.0,2.0
215,Atlanta_Sunday 09/19/10,Atlanta,2010,Sunday 09/19/10,Arizona,41-7,Week 2,-7.0,1,34,1,27.0,Atlanta,Arizona,1,-4,201009190atl,66824.0,2.0,7.0
216,Atlanta_Sunday 09/20/09,Atlanta,2009,Sunday 09/20/09,Carolina,28-20,Week 2,-6.0,1,8,1,2.0,Atlanta,Carolina,2,-2,200909200atl,67313.0,2.0,8.0
217,Atlanta_Sunday 09/21/03,Tampa Bay,2003,Sunday 09/21/03,@ Atlanta,31-10,Week 3,-6.5,1,21,1,14.5,Atlanta,Tampa Bay,-1,3,200309210atl,70871.0,3.0,1.0
218,Atlanta_Sunday 09/21/08,Atlanta,2008,Sunday 09/21/08,Kansas City,38-14,Week 3,-6.5,1,24,1,17.5,Atlanta,Kansas City,-1,1,200809210atl,62434.0,3.0,25.0
221,Atlanta_Sunday 09/24/00,St. Louis,2000,Sunday 09/24/00,@ Atlanta,41-20,Week 4,-7.0,1,21,1,14.0,Atlanta,St. Louis,-2,1,200009240atl,58761.0,4.0,
224,Atlanta_Sunday 09/30/12,Atlanta,2012,Sunday 09/30/12,Carolina,30-28,Week 4,-7.0,0,2,1,-5.0,Atlanta,Carolina,2,-4,201209300atl,69594.0,4.0,3.0
227,Atlanta_Sunday 10/03/10,Atlanta,2010,Sunday 10/03/10,San Francisco,16-14,Week 4,-7.0,0,2,1,-5.0,Atlanta,San Francisco,7,1,201010030atl,66874.0,4.0,10.0
228,Atlanta_Sunday 10/03/99,Atlanta,1999,Sunday 10/03/99,Baltimore,13-19,Week 4,-3.0,0,-6,0,-9.0,Atlanta,Baltimore,8,4,199910030atl,50712.0,4.0,
229,Atlanta_Sunday 10/05/03,Minnesota,2003,Sunday 10/05/03,@ Atlanta,39-26,Week 5,-5.5,1,13,1,7.5,Atlanta,Minnesota,1,-1,200310050atl,70427.0,5.0,7.0
232,Atlanta_Sunday 10/08/00,N.Y. Giants,2000,Sunday 10/08/00,@ Atlanta,13-6,Week 6,-1.0,1,7,1,6.0,Atlanta,N.Y. Giants,3,1,200010080atl,50947.0,6.0,
235,Atlanta_Sunday 10/12/08,Chicago,2008,Sunday 10/12/08,@ Atlanta,20-22,Week 6,-3.0,0,-2,0,-5.0,Atlanta,Chicago,-1,3,200810120atl,64096.0,6.0,18.0
236,Atlanta_Sunday 10/12/14,Atlanta,2014,Sunday 10/12/14,Chicago,13-27,Week 6,-3.0,0,-14,0,-17.0,Atlanta,Chicago,4,-2,201410120atl,70712.0,6.0,17.0
238,Atlanta_Sunday 10/14/12,Atlanta,2012,Sunday 10/14/12,Oakland,23-20,Week 6,-9.5,0,3,1,-6.5,Atlanta,Oakland,-1,-8,201210140atl,69383.0,6.0,2.0
240,Atlanta_Sunday 10/16/11,Atlanta,2011,Sunday 10/16/11,Carolina,31-17,Week 6,-3.5,1,14,1,10.5,Atlanta,Carolina,1,2,201110160atl,69047.0,6.0,19.0
242,Atlanta_Sunday 10/17/99,St. Louis,1999,Sunday 10/17/99,@ Atlanta,41-13,Week 6,-4.0,1,28,1,24.0,Atlanta,St. Louis,1,-1,199910170atl,51973.0,6.0,
243,Atlanta_Sunday 10/19/03,New Orleans,2003,Sunday 10/19/03,@ Atlanta,45-17,Week 7,-3.0,1,28,1,25.0,Atlanta,New Orleans,1,-2,200310190atl,70837.0,7.0,30.0
245,Atlanta_Sunday 10/20/13,Atlanta,2013,Sunday 10/20/13,Tampa Bay,31-23,Week 7,-6.0,1,8,1,2.0,Atlanta,Tampa Bay,1,-4,201310200atl,69522.0,7.0,22.0
246,Atlanta_Sunday 10/22/00,New Orleans,2000,Sunday 10/22/00,@ Atlanta,21-19,Week 8,-2.5,0,2,1,-0.5,Atlanta,New Orleans,2,-1,200010220atl,56508.0,8.0,
248,Atlanta_Sunday 10/24/10,Atlanta,2010,Sunday 10/24/10,Cincinnati,39-32,Week 7,-3.5,1,7,1,3.5,Atlanta,Cincinnati,-1,-1,201010240atl,67665.0,7.0,4.0
249,Atlanta_Sunday 10/26/14,Detroit,2014,Sunday 10/26/14,@ Atlanta,22-21,Week 8,-3.5,0,1,1,-2.5,Atlanta,Detroit,-2,-2,201410260atl,83532.0,8.0,13.0
250,Atlanta_Sunday 10/29/00,Carolina,2000,Sunday 10/29/00,@ Atlanta,12-13,Week 9,-3.0,0,-1,0,-4.0,Atlanta,Carolina,-5,1,200010290atl,46178.0,9.0,
251,Atlanta_Sunday 10/31/99,Atlanta,1999,Sunday 10/31/99,Carolina,27-20,Week 8,-2.5,1,7,1,4.5,Atlanta,Carolina,4,-3,199910310atl,52594.0,8.0,
252,Atlanta_Sunday 11/02/03,Philadelphia,2003,Sunday 11/02/03,@ Atlanta,23-16,Week 9,-6.0,1,7,1,1.0,Atlanta,Philadelphia,1,5,200311020atl,70064.0,9.0,14.0
256,Atlanta_Sunday 11/05/00,Tampa Bay,2000,Sunday 11/05/00,@ Atlanta,27-14,Week 10,-8.5,1,13,1,4.5,Atlanta,Tampa Bay,2,1,200011050atl,70097.0,10.0,
257,Atlanta_Sunday 11/07/10,Atlanta,2010,Sunday 11/07/10,Tampa Bay,27-21,Week 9,-10.0,0,6,1,-4.0,Atlanta,Tampa Bay,2,1,201011070atl,67266.0,9.0,5.0
258,Atlanta_Sunday 11/07/99,Jacksonville,1999,Sunday 11/07/99,@ Atlanta,30-7,Week 9,-6.5,1,23,1,16.5,Atlanta,Jacksonville,2,3,199911070atl,68466.0,9.0,
259,Atlanta_Sunday 11/08/09,Atlanta,2009,Sunday 11/08/09,Washington,31-17,Week 9,-9.0,1,14,1,5.0,Atlanta,Washington,-1,-1,200911080atl,67982.0,9.0,11.0
260,Atlanta_Sunday 11/09/08,Atlanta,2008,Sunday 11/09/08,New Orleans,34-20,Week 10,-1.0,1,14,1,13.0,Atlanta,New Orleans,2,1,200811090atl,64826.0,10.0,16.0
261,Atlanta_Sunday 11/10/13,Seattle,2013,Sunday 11/10/13,@ Atlanta,33-10,Week 10,-3.5,1,23,1,19.5,Atlanta,Seattle,2,-1,201311100atl,70309.0,10.0,4.0
265,Atlanta_Sunday 11/13/11,Atlanta,2011,Sunday 11/13/11,New Orleans,23-26,Week 10,-1.0,0,-3,0,-4.0,Atlanta,New Orleans,-4,-1,201111130atl,70359.0,10.0,12.0
267,Atlanta_Sunday 11/16/08,Atlanta,2008,Sunday 11/16/08,Denver,20-24,Week 11,-6.5,0,-4,0,-10.5,Atlanta,Denver,-2,1,200811160atl,54644.0,11.0,10.0
270,Atlanta_Sunday 11/18/12,Atlanta,2012,Sunday 11/18/12,Arizona,23-19,Week 11,-9.5,0,4,1,-5.5,Atlanta,Arizona,-1,3,201211180atl,69630.0,11.0,1.0
272,Atlanta_Sunday 11/20/11,Atlanta,2011,Sunday 11/20/11,Tennessee,23-17,Week 11,-6.5,0,6,1,-0.5,Atlanta,Tennessee,-3,-1,201111200atl,68164.0,11.0,13.0
273,Atlanta_Sunday 11/23/03,Tennessee,2003,Sunday 11/23/03,@ Atlanta,38-31,Week 12,-7.0,0,7,1,0.0,Atlanta,Tennessee,1,-2,200311230atl,70891.0,12.0,2.0
274,Atlanta_Sunday 11/23/08,Atlanta,2008,Sunday 11/23/08,Carolina,45-28,Week 12,-1.0,1,17,1,16.0,Atlanta,Carolina,-3,-1,200811230atl,64841.0,12.0,8.0
275,Atlanta_Sunday 11/23/14,Atlanta,2014,Sunday 11/23/14,Cleveland,24-26,Week 12,-3.0,0,-2,0,-5.0,Atlanta,Cleveland,1,-6,201411230atl,70046.0,12.0,23.0
277,Atlanta_Sunday 11/27/11,Atlanta,2011,Sunday 11/27/11,Minnesota,24-14,Week 12,-10.0,0,10,1,0.0,Atlanta,Minnesota,-2,2,201111270atl,68115.0,12.0,13.0
279,Atlanta_Sunday 11/28/10,Atlanta,2010,Sunday 11/28/10,Green Bay,20-17,Week 12,-2.5,1,3,1,0.5,Atlanta,Green Bay,2,-3,201011280atl,68204.0,12.0,1.0
280,Atlanta_Sunday 11/29/09,Atlanta,2009,Sunday 11/29/09,Tampa Bay,20-17,Week 12,-12.0,0,3,1,-9.0,Atlanta,Tampa Bay,3,1,200911290atl,67029.0,12.0,14.0
281,Atlanta_Sunday 11/30/14,Arizona,2014,Sunday 11/30/14,@ Atlanta,18-29,Week 13,-1.5,0,-11,0,-12.5,Atlanta,Arizona,-2,1,201411300atl,69557.0,13.0,2.0
283,Atlanta_Sunday 12/03/00,Atlanta,2000,Sunday 12/03/00,Seattle,10-30,Week 14,-1.0,0,-20,0,-21.0,Atlanta,Seattle,-2,3,200012030atl,44680.0,14.0,
284,Atlanta_Sunday 12/05/99,Atlanta,1999,Sunday 12/05/99,New Orleans,35-12,Week 13,-4.0,1,23,1,19.0,Atlanta,New Orleans,1,1,199912050atl,62568.0,13.0,
285,Atlanta_Sunday 12/06/09,Philadelphia,2009,Sunday 12/06/09,@ Atlanta,34-7,Week 13,-4.0,1,27,1,23.0,Atlanta,Philadelphia,-1,2,200912060atl,69560.0,13.0,10.0
286,Atlanta_Sunday 12/09/01,New Orleans,2001,Sunday 12/09/01,@ Atlanta,28-10,Week 13,-3.0,1,18,1,15.0,Atlanta,New Orleans,1,-4,200112090atl,68826.0,13.0,
288,Atlanta_Sunday 12/13/09,New Orleans,2009,Sunday 12/13/09,@ Atlanta,26-23,Week 14,-10.0,0,3,1,-7.0,Atlanta,New Orleans,-1,-1,200912130atl,68930.0,14.0,21.0
289,Atlanta_Sunday 12/14/08,Atlanta,2008,Sunday 12/14/08,Tampa Bay,13-10,Week 15,-5.5,0,3,1,-2.5,Atlanta,Tampa Bay,-3,1,200812140atl,65045.0,15.0,9.0
291,Atlanta_Sunday 12/15/13,Atlanta,2013,Sunday 12/15/13,Washington,27-26,Week 15,-5.5,0,1,1,-4.5,Atlanta,Washington,-1,-3,201312150atl,70069.0,15.0,29.0
292,Atlanta_Sunday 12/16/12,Atlanta,2012,Sunday 12/16/12,N.Y. Giants,34-0,Week 15,-1.0,1,34,1,33.0,Atlanta,N.Y. Giants,-2,-1,201212160atl,70741.0,15.0,2.0
295,Atlanta_Sunday 12/24/00,Kansas City,2000,Sunday 12/24/00,@ Atlanta,13-29,Week 17,-4.5,0,-16,0,-20.5,Atlanta,Kansas City,-2,-1,200012240atl,41017.0,17.0,
297,Atlanta_Sunday 12/26/99,Atlanta,1999,Sunday 12/26/99,Arizona,37-14,Week 16,-2.5,1,23,1,20.5,Atlanta,Arizona,-2,-1,199912260atl,47074.0,16.0,
298,Atlanta_Sunday 12/27/09,Atlanta,2009,Sunday 12/27/09,Buffalo,31-3,Week 16,-9.0,1,28,1,19.0,Atlanta,Buffalo,1,1,200912270atl,68887.0,16.0,18.0
299,Atlanta_Sunday 12/28/03,Atlanta,2003,Sunday 12/28/03,Jacksonville,21-14,Week 17,-2.5,1,7,1,4.5,Atlanta,Jacksonville,2,-6,200312280atl,70266.0,17.0,30.0
300,Atlanta_Sunday 12/28/08,Atlanta,2008,Sunday 12/28/08,St. Louis,31-27,Week 17,-14.0,0,4,1,-10.0,Atlanta,St. Louis,3,-2,200812280atl,64617.0,17.0,8.0
301,Atlanta_Sunday 12/29/13,Carolina,2013,Sunday 12/29/13,@ Atlanta,21-20,Week 17,-5.0,0,1,1,-4.0,Atlanta,Carolina,4,-1,201312290atl,70427.0,17.0,4.0
303,Atlanta_Sunday 12/30/12,Atlanta,2012,Sunday 12/30/12,Tampa Bay,17-22,Week 17,-3.0,0,-5,0,-8.0,Atlanta,Tampa Bay,1,-4,201212300atl,69644.0,17.0,5.0
304,Atlanta_Sunday Night 09/18/11,Philadelphia,2011,Sunday Night 09/18/11,@ Atlanta,31-35,Week 2,-2.5,0,-4,0,-6.5,Atlanta,Philadelphia,-4,-2,201109180atl,69608.0,2.0,4.0
305,Atlanta_Sunday Night 09/22/02,Atlanta,2002,Sunday Night 09/22/02,Cincinnati,30-3,Week 3,-7.5,1,27,1,19.5,Atlanta,Cincinnati,1,1,200209220atl,68129.0,3.0,22.0
306,Atlanta_Sunday Night 09/29/13,Atlanta,2013,Sunday Night 09/29/13,New England,23-30,Week 4,-3.0,0,-7,0,-10.0,Atlanta,New England,2,1,201309290atl,70744.0,4.0,6.0
307,Atlanta_Sunday Night 10/09/11,Green Bay,2011,Sunday Night 10/09/11,@ Atlanta,25-14,Week 5,-6.0,1,11,1,5.0,Atlanta,Green Bay,-2,-2,201110090atl,69576.0,5.0,1.0
308,Atlanta_Sunday Night 10/18/09,Atlanta,2009,Sunday Night 10/18/09,Chicago,21-14,Week 6,-4.0,1,7,1,3.0,Atlanta,Chicago,-3,1,200910180atl,68082.0,6.0,9.0
309,Atlanta_Sunday Night 11/04/12,Atlanta,2012,Sunday Night 11/04/12,Dallas,19-13,Week 9,-4.0,1,6,1,2.0,Atlanta,Dallas,1,1,201211040atl,70840.0,9.0,1.0
310,Atlanta_Sunday Night 12/07/03,Carolina,2003,Sunday Night 12/07/03,@ Atlanta,14-20,Week 14,-1.0,0,-6,0,-7.0,Atlanta,Carolina,2,-1,200312070atl,70079.0,14.0,7.0
319,Atlanta_Thursday 09/18/14,Atlanta,2014,Thursday 09/18/14,Tampa Bay,56-14,Week 3,-6.5,1,42,1,35.5,Atlanta,Tampa Bay,-3,2,201409180atl,70318.0,3.0,9.0
320,Atlanta_Thursday 11/11/10,Atlanta,2010,Thursday 11/11/10,Baltimore,26-21,Week 10,-1.0,1,5,1,4.0,Atlanta,Baltimore,1,-1,201011110atl,68474.0,10.0,6.0
321,Atlanta_Thursday 11/21/13,New Orleans,2013,Thursday 11/21/13,@ Atlanta,17-13,Week 12,-7.5,0,4,1,-3.5,Atlanta,New Orleans,2,2,201311210atl,70422.0,12.0,12.0
323,Atlanta_Thursday 11/29/12,Atlanta,2012,Thursday 11/29/12,New Orleans,23-13,Week 13,-3.5,1,10,1,6.5,Atlanta,New Orleans,1,4,201211290atl,70514.0,13.0,2.0
324,Atlanta_Thursday 12/15/11,Atlanta,2011,Thursday 12/15/11,Jacksonville,41-14,Week 15,-13.5,1,27,1,13.5,Atlanta,Jacksonville,2,2,201112150atl,68856.0,15.0,8.0
334,Baltimore_Monday 09/10/12,Baltimore,2012,Monday 09/10/12,Cincinnati,44-13,Week 1,-7.0,1,31,1,24.0,Baltimore,Cincinnati,-1,2,201209100rav,71064.0,1.0,
350,Baltimore_Saturday 12/24/11,Baltimore,2011,Saturday 12/24/11,Cleveland,20-14,Week 16,-12.5,0,6,1,-6.5,Baltimore,Cleveland,5,-1,201112240rav,71083.0,16.0,2.0
352,Baltimore_Sunday 01/02/11,Baltimore,2010,Sunday 01/02/11,Cincinnati,13-7,Week 17,-9.5,0,6,1,-3.5,Baltimore,Cincinnati,1,1,201101020rav,71088.0,17.0,4.0
355,Baltimore_Sunday 09/07/08,Cincinnati,2008,Sunday 09/07/08,@ Baltimore,10-17,Week 1,-1.0,0,-7,0,-8.0,Baltimore,Cincinnati,-1,-1,200809070rav,70978.0,1.0,
356,Baltimore_Sunday 09/07/14,Baltimore,2014,Sunday 09/07/14,Cincinnati,16-23,Week 1,-1.0,0,-7,0,-8.0,Baltimore,Cincinnati,1,-2,201409070rav,70925.0,1.0,
358,Baltimore_Sunday 09/10/00,Baltimore,2000,Sunday 09/10/00,Jacksonville,39-36,Week 2,-3.0,0,3,1,0.0,Baltimore,Jacksonville,1,-2,200009100rav,68843.0,2.0,
359,Baltimore_Sunday 09/11/11,Baltimore,2011,Sunday 09/11/11,Pittsburgh,35-7,Week 1,-1.0,1,28,1,27.0,Baltimore,Pittsburgh,3,2,201109110rav,71434.0,1.0,
360,Baltimore_Sunday 09/13/09,Baltimore,2009,Sunday 09/13/09,Kansas City,38-24,Week 1,-13.0,1,14,1,1.0,Baltimore,Kansas City,-2,-2,200909130rav,71099.0,1.0,
361,Baltimore_Sunday 09/14/03,Baltimore,2003,Sunday 09/14/03,Cleveland,33-13,Week 2,-3.0,1,20,1,17.0,Baltimore,Cleveland,1,-2,200309140rav,69473.0,2.0,21.0
362,Baltimore_Sunday 09/15/02,Tampa Bay,2002,Sunday 09/15/02,@ Baltimore,25-0,Week 2,-4.5,1,25,1,20.5,Baltimore,Tampa Bay,-1,2,200209150rav,69304.0,2.0,8.0
363,Baltimore_Sunday 09/15/13,Baltimore,2013,Sunday 09/15/13,Cleveland,14-6,Week 2,-5.5,1,8,1,2.5,Baltimore,Cleveland,-1,2,201309150rav,71098.0,2.0,8.0
365,Baltimore_Sunday 09/17/06,Baltimore,2006,Sunday 09/17/06,Oakland,28-6,Week 2,-12.5,1,22,1,9.5,Baltimore,Oakland,-1,-3,200609170rav,70744.0,2.0,18.0
367,Baltimore_Sunday 09/19/99,Pittsburgh,1999,Sunday 09/19/99,@ Baltimore,23-20,Week 2,-3.0,0,3,1,0.0,Baltimore,Pittsburgh,1,-1,199909190rav,68965.0,2.0,
368,Baltimore_Sunday 09/21/08,Baltimore,2008,Sunday 09/21/08,Cleveland,28-10,Week 3,-1.0,1,18,1,17.0,Baltimore,Cleveland,2,1,200809210rav,71104.0,3.0,22.0
369,Baltimore_Sunday 09/22/13,Baltimore,2013,Sunday 09/22/13,Houston,30-9,Week 3,-1.0,1,21,1,20.0,Baltimore,Houston,4,-4,201309220rav,71168.0,3.0,11.0
370,Baltimore_Sunday 09/23/07,Baltimore,2007,Sunday 09/23/07,Arizona,26-23,Week 3,-7.0,0,3,1,-4.0,Baltimore,Arizona,-1,-2,200709230rav,71372.0,3.0,7.0
371,Baltimore_Sunday 09/24/00,Baltimore,2000,Sunday 09/24/00,Cincinnati,37-0,Week 4,-12.5,1,37,1,24.5,Baltimore,Cincinnati,1,1,200009240rav,68481.0,4.0,
372,Baltimore_Sunday 09/26/10,Baltimore,2010,Sunday 09/26/10,Cleveland,24-17,Week 3,-12.0,0,7,1,-5.0,Baltimore,Cleveland,5,-1,201009260rav,71119.0,3.0,3.0
373,Baltimore_Sunday 09/26/99,Baltimore,1999,Sunday 09/26/99,Cleveland,17-10,Week 3,-12.5,0,7,1,-5.5,Baltimore,Cleveland,6,-2,199909260rav,68803.0,3.0,
374,Baltimore_Sunday 09/27/09,Baltimore,2009,Sunday 09/27/09,Cleveland,34-3,Week 3,-13.5,1,31,1,17.5,Baltimore,Cleveland,7,-3,200909270rav,70950.0,3.0,10.0
375,Baltimore_Sunday 09/28/03,Kansas City,2003,Sunday 09/28/03,@ Baltimore,17-10,Week 4,-3.0,1,7,1,4.0,Baltimore,Kansas City,-1,8,200309280rav,69459.0,4.0,1.0
376,Baltimore_Sunday 09/28/14,Baltimore,2014,Sunday 09/28/14,Carolina,38-10,Week 4,-3.5,1,28,1,24.5,Baltimore,Carolina,-1,3,201409280rav,71218.0,4.0,13.0
378,Baltimore_Sunday 10/02/05,Baltimore,2005,Sunday 10/02/05,N.Y. Jets,13-3,Week 4,-7.0,1,10,1,3.0,Baltimore,N.Y. Jets,2,-6,200510020rav,70479.0,4.0,25.0
379,Baltimore_Sunday 10/05/08,Tennessee,2008,Sunday 10/05/08,@ Baltimore,13-10,Week 5,-1.0,1,3,1,2.0,Baltimore,Tennessee,-5,-1,200810050rav,71131.0,5.0,4.0
381,Baltimore_Sunday 10/10/10,Baltimore,2010,Sunday 10/10/10,Denver,31-17,Week 5,-8.0,1,14,1,6.0,Baltimore,Denver,-1,1,201010100rav,71246.0,5.0,8.0
382,Baltimore_Sunday 10/11/09,Baltimore,2009,Sunday 10/11/09,Cincinnati,14-17,Week 5,-9.0,0,-3,0,-12.0,Baltimore,Cincinnati,-1,1,200910110rav,71161.0,5.0,1.0
383,Baltimore_Sunday 10/13/13,Green Bay,2013,Sunday 10/13/13,@ Baltimore,19-17,Week 6,-1.0,1,2,1,1.0,Baltimore,Green Bay,3,-1,201310130rav,71319.0,6.0,12.0
385,Baltimore_Sunday 10/14/12,Baltimore,2012,Sunday 10/14/12,Dallas,31-29,Week 6,-3.5,0,2,1,-1.5,Baltimore,Dallas,1,-1,201210140rav,71384.0,6.0,3.0
388,Baltimore_Sunday 10/16/11,Baltimore,2011,Sunday 10/16/11,Houston,29-14,Week 6,-7.0,1,15,1,8.0,Baltimore,Houston,1,-4,201110160rav,71154.0,6.0,5.0
389,Baltimore_Sunday 10/19/14,Baltimore,2014,Sunday 10/19/14,Atlanta,29-7,Week 7,-7.0,1,22,1,15.0,Baltimore,Atlanta,1,-3,201410190rav,71184.0,7.0,12.0
390,Baltimore_Sunday 10/20/02,Jacksonville,2002,Sunday 10/20/02,@ Baltimore,10-17,Week 7,-1.0,0,-7,0,-8.0,Baltimore,Jacksonville,4,2,200210200rav,69173.0,7.0,12.0
391,Baltimore_Sunday 10/22/00,Baltimore,2000,Sunday 10/22/00,Tennessee,6-14,Week 8,-1.0,0,-8,0,-9.0,Baltimore,Tennessee,-4,3,200010220rav,69200.0,8.0,
393,Baltimore_Sunday 10/24/10,Baltimore,2010,Sunday 10/24/10,Buffalo,37-34,Week 7,-12.0,0,3,1,-9.0,Baltimore,Buffalo,1,-5,201010240rav,71220.0,7.0,2.0
394,Baltimore_Sunday 10/26/03,Baltimore,2003,Sunday 10/26/03,Denver,26-6,Week 8,-2.5,1,20,1,17.5,Baltimore,Denver,2,-2,200310260rav,69721.0,8.0,14.0
395,Baltimore_Sunday 10/26/08,Baltimore,2008,Sunday 10/26/08,Oakland,29-10,Week 8,-9.0,1,19,1,10.0,Baltimore,Oakland,3,-1,200810260rav,71254.0,8.0,23.0
396,Baltimore_Sunday 10/27/02,Pittsburgh,2002,Sunday 10/27/02,@ Baltimore,31-18,Week 8,-3.0,1,13,1,10.0,Baltimore,Pittsburgh,1,-1,200210270rav,69638.0,8.0,14.0
398,Baltimore_Sunday 10/29/00,Baltimore,2000,Sunday 10/29/00,Pittsburgh,6-9,Week 9,-6.0,0,-3,0,-9.0,Baltimore,Pittsburgh,1,2,200010290rav,69405.0,9.0,
399,Baltimore_Sunday 10/30/11,Baltimore,2011,Sunday 10/30/11,Arizona,30-27,Week 8,-12.0,0,3,1,-9.0,Baltimore,Arizona,1,-4,201110300rav,71022.0,8.0,3.0
400,Baltimore_Sunday 10/31/99,Buffalo,1999,Sunday 10/31/99,@ Baltimore,13-10,Week 8,-3.5,0,3,1,-0.5,Baltimore,Buffalo,-1,-1,199910310rav,68673.0,8.0,
401,Baltimore_Sunday 11/01/09,Baltimore,2009,Sunday 11/01/09,Denver,30-7,Week 8,-4.5,1,23,1,18.5,Baltimore,Denver,-2,-4,200911010rav,71132.0,8.0,11.0
402,Baltimore_Sunday 11/02/03,Baltimore,2003,Sunday 11/02/03,Jacksonville,24-17,Week 9,-6.5,1,7,1,0.5,Baltimore,Jacksonville,1,-1,200311020rav,69486.0,9.0,16.0
403,Baltimore_Sunday 11/05/06,Baltimore,2006,Sunday 11/05/06,Cincinnati,26-20,Week 9,-3.0,1,6,1,3.0,Baltimore,Cincinnati,3,-3,200611050rav,70792.0,9.0,13.0
405,Baltimore_Sunday 11/07/10,Baltimore,2010,Sunday 11/07/10,Miami,26-10,Week 9,-5.0,1,16,1,11.0,Baltimore,Miami,-1,-1,201011070rav,71305.0,9.0,4.0
406,Baltimore_Sunday 11/09/14,Baltimore,2014,Sunday 11/09/14,Tennessee,21-7,Week 10,-10.5,1,14,1,3.5,Baltimore,Tennessee,1,3,201411090rav,70914.0,10.0,13.0
408,Baltimore_Sunday 11/10/13,Baltimore,2013,Sunday 11/10/13,Cincinnati,20-17,Week 10,-1.0,1,3,1,2.0,Baltimore,Cincinnati,3,-1,201311100rav,70992.0,10.0,15.0
409,Baltimore_Sunday 11/11/07,Baltimore,2007,Sunday 11/11/07,Cincinnati,7-21,Week 10,-3.0,0,-14,0,-17.0,Baltimore,Cincinnati,4,-3,200711110rav,71130.0,10.0,14.0
410,Baltimore_Sunday 11/11/12,Baltimore,2012,Sunday 11/11/12,Oakland,55-20,Week 10,-9.5,1,35,1,25.5,Baltimore,Oakland,-1,-5,201211110rav,71339.0,10.0,7.0
411,Baltimore_Sunday 11/18/01,Baltimore,2001,Sunday 11/18/01,Cleveland,17-27,Week 10,-8.0,0,-10,0,-18.0,Baltimore,Cleveland,-5,-1,200111180rav,69353.0,10.0,
413,Baltimore_Sunday 11/19/00,Baltimore,2000,Sunday 11/19/00,Dallas,27-0,Week 12,-8.0,1,27,1,19.0,Baltimore,Dallas,-7,2,200011190rav,69416.0,12.0,
416,Baltimore_Sunday 11/20/11,Baltimore,2011,Sunday 11/20/11,Cincinnati,31-24,Week 11,-7.0,0,7,1,0.0,Baltimore,Cincinnati,3,-1,201111200rav,71320.0,11.0,3.0
418,Baltimore_Sunday 11/22/09,Indianapolis,2009,Sunday 11/22/09,@ Baltimore,17-15,Week 11,-1.0,1,2,1,1.0,Baltimore,Indianapolis,1,7,200911220rav,71320.0,11.0,2.0
419,Baltimore_Sunday 11/23/03,Baltimore,2003,Sunday 11/23/03,Seattle,44-41,Week 12,-3.0,0,3,1,0.0,Baltimore,Seattle,-1,-1,200311230rav,69477.0,12.0,12.0
420,Baltimore_Sunday 11/23/08,Baltimore,2008,Sunday 11/23/08,Philadelphia,36-7,Week 12,-1.0,1,29,1,28.0,Baltimore,Philadelphia,1,1,200811230rav,71379.0,12.0,12.0
422,Baltimore_Sunday 11/24/13,Baltimore,2013,Sunday 11/24/13,N.Y. Jets,19-3,Week 12,-4.0,1,16,1,12.0,Baltimore,N.Y. Jets,3,3,201311240rav,71148.0,12.0,18.0
423,Baltimore_Sunday 11/26/00,Baltimore,2000,Sunday 11/26/00,Cleveland,44-7,Week 13,-17.0,1,37,1,20.0,Baltimore,Cleveland,1,3,200011260rav,68361.0,13.0,
425,Baltimore_Sunday 11/28/10,Baltimore,2010,Sunday 11/28/10,Tampa Bay,17-10,Week 12,-7.5,0,7,1,-0.5,Baltimore,Tampa Bay,-2,-3,201011280rav,70989.0,12.0,4.0
426,Baltimore_Sunday 11/28/99,Jacksonville,1999,Sunday 11/28/99,@ Baltimore,30-23,Week 12,-7.0,0,7,1,0.0,Baltimore,Jacksonville,-3,1,199911280rav,68428.0,12.0,
427,Baltimore_Sunday 11/30/03,Baltimore,2003,Sunday 11/30/03,San Francisco,44-6,Week 13,-3.0,1,38,1,35.0,Baltimore,San Francisco,-1,1,200311300rav,69549.0,13.0,17.0
428,Baltimore_Sunday 11/30/14,Baltimore,2014,Sunday 11/30/14,San Diego,33-34,Week 13,-6.5,0,-1,0,-7.5,Baltimore,San Diego,2,-2,201411300rav,71060.0,13.0,14.0
430,Baltimore_Sunday 12/02/12,Baltimore,2012,Sunday 12/02/12,Pittsburgh,20-23,Week 13,-8.0,0,-3,0,-11.0,Baltimore,Pittsburgh,2,2,201212020rav,71442.0,13.0,5.0
433,Baltimore_Sunday 12/05/99,Tennessee,1999,Sunday 12/05/99,@ Baltimore,14-41,Week 13,-3.0,0,-27,0,-30.0,Baltimore,Tennessee,-2,-1,199912050rav,67854.0,13.0,
434,Baltimore_Sunday 12/07/03,Baltimore,2003,Sunday 12/07/03,Cincinnati,31-13,Week 14,-4.5,1,18,1,13.5,Baltimore,Cincinnati,1,2,200312070rav,69468.0,14.0,14.0
435,Baltimore_Sunday 12/08/02,New Orleans,2002,Sunday 12/08/02,@ Baltimore,37-25,Week 14,-2.5,1,12,1,9.5,Baltimore,New Orleans,-1,3,200212080rav,69334.0,14.0,13.0
